Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSMUSG00000116368	AC132878.5	15	+	82562197	82565518	0.000000	0.000000	0.000000
ENSMUSG00000116319	AC132878.4	15	-	82563436	82565311	0.000000	0.000000	0.000000
ENSMUSG00000115914	AC118710.2	15	-	82608921	82612915	0.000000	0.000000	0.000000
ENSMUSG00000098636	Gm27742	15	-	82612887	82612946	0.000000	0.000000	0.000000
ENSMUSG00000094559	Cyp2d34	15	-	82615965	82620946	0.000000	0.000000	0.000000
ENSMUSG00000116130	AC118710.3	15	+	82621092	82660905	0.000000	0.000000	0.000000
ENSMUSG00000098867	Gm27463	15	-	82641945	82642001	0.000000	0.000000	0.000000
ENSMUSG00000115908	AC118710.1	15	-	82649917	82654711	0.000000	0.000000	0.000000
ENSMUSG00000116341	AC118710.4	15	-	82671288	82683257	0.000000	0.000000	0.000000
ENSMUSG00000075517	Cyp2d37-ps	15	-	82688750	82693148	0.000000	0.000000	0.000000
ENSMUSG00000058099	Nfam1	15	-	82992973	83033306	1.005684	0.492830	1.304051
ENSMUSG00000041852	Tcf20	15	-	82808436	82987872	60.643818	20.387335	53.945904
ENSMUSG00000100199	Gm20324	15	+	82899080	82905818	0.099834	0.020287	0.053680
ENSMUSG00000092751	Mir3080	15	-	82959218	82959296	0.822785	0.167194	0.442403
ENSMUSG00000100552	Gm29019	15	-	82982725	82987830	1.596712	0.616676	1.631756
ENSMUSG00000097301	AW121686	15	+	82982870	82989134	0.704242	0.143105	0.378663
ENSMUSG00000058586	Serhl	15	+	83089506	83116674	1.601761	4.198432	11.109261
ENSMUSG00000090964	Gm17206	15	-	83102072	83105929	0.000000	0.000000	0.000000
ENSMUSG00000018040	Rrp7a	15	-	83113433	83122801	65.208801	18.142832	48.006836
ENSMUSG00000065176	Rnu12	15	+	83149644	83149794	0.993378	0.201859	0.534128
ENSMUSG00000041815	Poldip3	15	-	83125976	83149384	52.437660	19.680412	52.075352
ENSMUSG00000047878	A4galt	15	-	83226722	83251774	3.148376	0.872021	2.307410
ENSMUSG00000018042	Cyb5r3	15	-	83153494	83172592	45.020119	22.457689	59.424164
ENSMUSG00000116508	AL591952.3	15	+	83172350	83174808	0.586412	0.119162	0.315307
ENSMUSG00000116338	AL591952.1	15	-	83173196	83176445	0.345289	0.070164	0.185658
ENSMUSG00000054277	Arfgap3	15	-	83299739	83350247	15.096581	5.263458	13.927371
ENSMUSG00000075511	1700001L05Rik	15	-	83353847	83367282	4.229747	1.344838	3.558508
ENSMUSG00000016664	Pacsin2	15	-	83375607	83464606	11.429264	24.622190	65.151543
ENSMUSG00000049414	Gm5417	15	-	83405626	83406063	14.019406	2.848806	7.538082
ENSMUSG00000016758	Bik	15	+	83526862	83544634	0.000000	0.000000	0.000000
ENSMUSG00000116217	AL583889.1	15	-	83538139	83538676	0.000000	0.000000	0.000000
ENSMUSG00000022442	Ttll1	15	-	83483769	83510893	34.132549	11.701683	30.963236
ENSMUSG00000048755	Mcat	15	-	83546797	83563787	14.411222	8.668530	22.937361
ENSMUSG00000041736	Tspo	15	+	83563592	83574203	1.332934	2.701138	7.147346
ENSMUSG00000016757	Ttll12	15	-	83575090	83595157	17.570229	4.274136	11.309576
ENSMUSG00000016763	Scube1	15	-	83604999	83725021	27.998106	13.085219	34.624142
ENSMUSG00000041708	Mpped1	15	+	83779467	83858494	47.107929	60.862850	161.046143
ENSMUSG00000022441	Efcab6	15	-	83866712	84065379	5.143230	2.338447	6.187647
ENSMUSG00000081925	Rpl31-ps22	15	+	84030339	84030675	0.000000	0.000000	0.000000
ENSMUSG00000116072	AL603867.1	15	+	84106658	84108851	0.000000	0.000000	0.000000
ENSMUSG00000115925	AL626769.1	15	+	84127304	84136259	0.000000	0.000000	0.000000
ENSMUSG00000018865	Sult4a1	15	-	84076097	84105754	755.661926	161.966476	428.571350
ENSMUSG00000041653	Pnpla3	15	+	84167837	84187236	10.065450	3.344112	8.848688
ENSMUSG00000098882	Mir6392	15	+	84168270	84168377	4.833333	0.982155	2.598830
ENSMUSG00000116227	AL626769.3	15	+	84181914	84195881	1.048257	0.213010	0.563636
ENSMUSG00000116041	AL626769.2	15	-	84182709	84183015	3.230185	0.656388	1.736835
ENSMUSG00000022437	Samm50	15	+	84192241	84217267	59.384274	27.468086	72.681931
ENSMUSG00000116442	AL603714.1	15	-	84346059	84346779	0.196949	0.040021	0.105897
ENSMUSG00000022438	Parvb	15	+	84232043	84315688	20.480183	8.702586	23.027477
ENSMUSG00000022439	Parvg	15	+	84324026	84342978	7.022874	2.088392	5.525989
ENSMUSG00000062760	1810041L15Rik	15	-	84379203	84447097	49.923473	24.668871	65.275063
ENSMUSG00000036106	Prr5	15	+	84669620	84703673	8.296557	1.808992	4.786684
ENSMUSG00000055745	Rtl6	15	-	84553398	84557823	93.111610	18.920692	50.065094
ENSMUSG00000116396	AL611987.1	15	-	84714629	84720266	0.000000	0.000000	0.000000
ENSMUSG00000078954	Arhgap8	15	+	84720052	84772207	0.032032	0.119772	0.316923
ENSMUSG00000097954	Gm4217	15	+	84866317	84867318	2.562930	0.520799	1.378060
ENSMUSG00000016624	Phf21b	15	-	84785381	84856049	10.642699	4.921312	13.022038
ENSMUSG00000116491	AL513352.1	15	+	84906642	84913731	0.000000	0.000000	0.000000
ENSMUSG00000100967	Gm29666	15	-	84910438	84920038	1.592260	0.323554	0.856141
ENSMUSG00000016619	Nup50	15	+	84923411	84942963	35.231461	7.372703	19.508539
ENSMUSG00000036046	5031439G07Rik	15	-	84943936	84988551	75.765213	27.309113	72.261276
ENSMUSG00000080441	Mir1249	15	-	84951526	84951623	0.930226	0.189026	0.500172
ENSMUSG00000022432	Smc1b	15	-	85064689	85131964	0.000000	0.000000	0.000000
ENSMUSG00000078289	Gm10923	15	+	85116870	85117287	1.044019	0.212149	0.561358
ENSMUSG00000022434	Fam118a	15	+	85028948	85062830	3.236603	5.119865	13.547419
ENSMUSG00000022431	Ribc2	15	+	85132078	85144570	0.250840	0.054382	0.143897
ENSMUSG00000006369	Fbln1	15	+	85205949	85286535	8.279940	4.033177	10.671988
ENSMUSG00000016541	Atxn10	15	+	85336245	85463212	369.647369	75.113983	198.755356
ENSMUSG00000064764	Gm23517	15	-	85351063	85351254	0.000000	0.000000	0.000000
ENSMUSG00000022382	Wnt7b	15	-	85535437	85582473	47.179581	16.594706	43.910423
ENSMUSG00000097209	AU022754	15	+	85580252	85593708	0.733642	0.520973	1.378521
ENSMUSG00000116004	AC162302.1	15	+	85646083	85667675	1.013699	0.205988	0.545055
ENSMUSG00000116305	AC162302.2	15	+	85653616	85707524	8.353778	2.872652	7.601180
ENSMUSG00000065608	Mirlet7c-2	15	+	85706603	85706697	0.024594	0.004998	0.013224
ENSMUSG00000065564	Mirlet7b	15	+	85707319	85707403	0.767227	0.155904	0.412530
ENSMUSG00000022383	Ppara	15	+	85734983	85802819	2.689912	2.092408	5.536614
ENSMUSG00000064284	Cdpf1	15	-	85806972	85811697	14.967255	4.317632	11.424670
ENSMUSG00000052496	Pkdrej	15	-	85814670	85821734	2.519604	0.511995	1.354764
ENSMUSG00000116435	AC139513.1	15	-	85877647	85879090	0.000000	0.000000	0.000000
ENSMUSG00000022385	Gtse1	15	+	85859745	85876573	0.837345	0.173312	0.458593
ENSMUSG00000035944	Ttc38	15	+	85832306	85858822	12.391462	2.583210	6.835303
ENSMUSG00000022386	Trmu	15	+	85879312	85897394	11.191798	8.059713	21.326403
ENSMUSG00000016028	Celsr1	15	-	85898929	86033777	7.047378	1.703215	4.506793
ENSMUSG00000035900	Gramd4	15	+	86057695	86137634	7.373070	12.234636	32.373459
ENSMUSG00000089680	Gm15722	15	-	86087640	86090060	0.644178	0.130900	0.346367
ENSMUSG00000035891	Cerk	15	-	86139128	86186141	65.630508	16.349052	43.260406
ENSMUSG00000088357	Gm24011	15	+	86149584	86149851	0.824627	0.167568	0.443393
ENSMUSG00000086424	Gm15569	15	+	86185728	86187152	0.000000	0.000000	0.000000
ENSMUSG00000051864	Tbc1d22a	15	+	86214459	86498503	52.232822	11.245059	29.754984
ENSMUSG00000115918	AC146911.1	15	-	86453352	86475098	0.137672	0.036823	0.097436
ENSMUSG00000054863	Fam19a5	15	+	87544299	87759364	7.619785	34.543453	91.403694
ENSMUSG00000098938	Mir6393	15	-	87795850	87795943	0.000000	0.000000	0.000000
ENSMUSG00000022387	Brd1	15	-	88687034	88734233	27.771757	12.873901	34.064987
ENSMUSG00000034333	Zbed4	15	+	88751660	88784516	7.002847	1.511931	4.000646
ENSMUSG00000035845	Alg12	15	-	88805244	88819318	13.502058	3.308114	8.753433
ENSMUSG00000023272	Creld2	15	+	88819646	88826683	38.295025	7.781719	20.590816
ENSMUSG00000035828	Pim3	15	+	88862186	88865726	62.003288	12.599344	33.338493
ENSMUSG00000093394	Gm20621	15	-	88889780	88891525	0.503429	0.148268	0.392325
ENSMUSG00000022388	Ttll8	15	-	88890633	88954418	0.663182	0.155648	0.411852
ENSMUSG00000015365	Mov10l1	15	+	88982909	89055152	0.198176	0.040758	0.107846
ENSMUSG00000064481	Gm23737	15	+	89019221	89019379	0.000000	0.000000	0.000000
ENSMUSG00000035805	Mlc1	15	-	88955884	88979007	289.674530	59.198311	156.641678
ENSMUSG00000058441	Panx2	15	+	89059734	89073567	129.444992	38.871284	102.855354
ENSMUSG00000087331	1810021B22Rik	15	-	89071196	89075852	6.616837	2.190352	5.795781
ENSMUSG00000015363	Trabd	15	+	89075124	89087077	4.460183	5.617591	14.864427
ENSMUSG00000035757	Selenoo	15	+	89089084	89100340	20.915981	6.472735	17.127180
ENSMUSG00000051786	Tubgcp6	15	-	89098357	89123112	20.253069	12.983489	34.354961
ENSMUSG00000062906	Hdac10	15	-	89123307	89128700	18.182161	6.166706	16.317411
ENSMUSG00000022610	Mapk12	15	-	89130584	89140703	6.354859	3.867192	10.232782
ENSMUSG00000053137	Mapk11	15	-	89142486	89149628	81.429153	20.209223	53.474613
ENSMUSG00000036606	Plxnb2	15	-	89155549	89180788	48.480667	18.456593	48.837067
ENSMUSG00000106328	Mir7118	15	-	89162848	89162908	0.852459	0.173223	0.458358
ENSMUSG00000015377	Dennd6b	15	-	89182213	89196496	52.220829	17.338381	45.878220
ENSMUSG00000098663	Mir6958	15	-	89185465	89185537	0.702607	0.142773	0.377784
ENSMUSG00000022614	Lmf2	15	-	89351004	89355659	16.032892	5.129529	13.572989
ENSMUSG00000036561	Ppp6r2	15	+	89211553	89287010	55.165543	38.471138	101.796547
ENSMUSG00000097578	Gm26798	15	-	89211559	89215012	2.100585	0.426848	1.129462
ENSMUSG00000036529	Sbf1	15	-	89288236	89315311	135.098434	55.891342	147.891266
ENSMUSG00000098442	Mir6959	15	-	89305658	89305732	0.000000	0.000000	0.000000
ENSMUSG00000047394	Odf3b	15	-	89377449	89379282	1.168676	0.442486	1.170841
ENSMUSG00000091680	Klhdc7b	15	+	89384917	89388867	1.216965	0.398756	1.055129
ENSMUSG00000008690	Ncaph2	15	+	89355719	89372826	111.279083	31.858454	84.299057
ENSMUSG00000091780	Sco2	15	-	89371637	89373846	22.002504	4.849116	12.831002
ENSMUSG00000022615	Tymp	15	-	89371931	89377039	3.430295	0.697051	1.844432
ENSMUSG00000078937	Cpt1b	15	-	89416405	89425863	0.453050	0.129626	0.342997
ENSMUSG00000116461	AC137513.1	15	-	89416405	89429696	3.154146	0.640936	1.695950
ENSMUSG00000022617	Chkb	15	-	89426360	89429908	17.028349	9.378077	24.814859
ENSMUSG00000079242	C730034F03Rik	15	+	89429589	89430868	3.446342	0.700312	1.853060
ENSMUSG00000022619	Mapk8ip2	15	+	89453913	89464468	357.058868	75.110832	198.747009
ENSMUSG00000022620	Arsa	15	-	89472476	89477425	36.620125	9.435074	24.965679
ENSMUSG00000084915	C230037L18Rik	15	+	89476236	89484847	7.526267	2.352465	6.224740
ENSMUSG00000022622	Acr	15	+	89568326	89574585	2.650501	0.614695	1.626513
ENSMUSG00000022621	Rabl2	15	-	89582533	89591923	21.242266	8.994839	23.800791
ENSMUSG00000022623	Shank3	15	+	89499623	89560261	94.834671	57.103374	151.098373
ENSMUSG00000086602	Gm15609	15	-	89520096	89523677	1.081880	0.219843	0.581715
ENSMUSG00000063260	Syt10	15	-	89782393	89841860	10.777232	2.189982	5.794801
ENSMUSG00000075470	Alg10b	15	+	90224311	90233471	43.857025	8.975022	23.748354
ENSMUSG00000099319	Mir7648	15	+	90224360	90224412	1.452830	0.295222	0.781171
ENSMUSG00000052560	Cpne8	15	-	90487482	90679432	8.696479	6.878763	18.201550
ENSMUSG00000078847	Gm6746	15	+	90561347	90561829	0.000000	0.000000	0.000000
ENSMUSG00000067870	Rpl31-ps8	15	-	90764279	90764656	81.883095	16.639009	44.027645
ENSMUSG00000067869	Tcea1-ps1	15	+	90882615	90883518	3.989122	0.810607	2.144907
ENSMUSG00000022629	Kif21a	15	-	90933276	91049948	133.954254	31.776955	84.083405
ENSMUSG00000116113	AC136003.1	15	+	90957996	90958668	0.031649	0.006431	0.017017
ENSMUSG00000078932	CN725425	15	+	91199494	91260894	0.136911	0.027848	0.073688
ENSMUSG00000055782	Abcd2	15	-	91145871	91191799	33.886810	7.838846	20.741976
ENSMUSG00000036298	Slc2a13	15	-	91267696	91573261	13.667562	22.165358	58.650642
ENSMUSG00000084240	Gm15383	15	-	91530924	91532366	0.103950	0.021123	0.055893
ENSMUSG00000081771	Gm15381	15	-	91556762	91557917	0.648789	0.131837	0.348847
ENSMUSG00000087737	Gm24647	15	-	91559671	91559783	0.000000	0.000000	0.000000
ENSMUSG00000083083	Gm15382	15	+	91822687	91823223	0.977654	0.198664	0.525674
ENSMUSG00000047295	Smgc	15	+	91838265	91861438	0.000000	0.000000	0.000000
ENSMUSG00000044021	Muc19	15	+	91838326	91934555	0.000000	0.000000	0.000000
ENSMUSG00000036273	Lrrk2	15	+	91673175	91816120	13.831599	7.534678	19.937132
ENSMUSG00000116093	AC162863.1	15	-	92026359	92027598	56.375404	11.455732	30.312439
ENSMUSG00000097068	Gm26760	15	+	92344359	92378103	0.135269	0.027487	0.072733
ENSMUSG00000116242	AC140403.2	15	+	92968815	92970297	0.202293	0.041107	0.108771
ENSMUSG00000055022	Cntn1	15	+	92051165	92341967	21.874800	76.761688	203.115250
ENSMUSG00000109770	Gm30085	15	+	93001824	93007017	3.541730	0.798450	2.112738
ENSMUSG00000036218	Pdzrn4	15	+	92396881	92771819	0.151034	2.016066	5.334611
ENSMUSG00000115858	AC101921.1	15	-	92702886	92705955	0.000000	0.000000	0.000000
ENSMUSG00000115921	AC140403.1	15	+	93089230	93089922	0.541126	0.109959	0.290958
ENSMUSG00000065911	Gm24447	15	+	93234363	93234700	1.436391	0.291881	0.772332
ENSMUSG00000097989	Gm4335	15	+	93196595	93197598	23.901943	4.856981	12.851814
ENSMUSG00000036197	Gxylt1	15	-	93239742	93275179	13.236644	3.699724	9.789656
ENSMUSG00000022634	Yaf2	15	-	93284278	93336935	198.435898	40.927414	108.295975
ENSMUSG00000022635	Zcrb1	15	-	93386097	93398334	34.907875	31.554512	83.494804
ENSMUSG00000036167	Pphln1	15	+	93398350	93491510	2.687258	4.634185	12.262284
ENSMUSG00000116237	AC109617.2	15	+	93734413	93738490	0.320607	0.065149	0.172387
ENSMUSG00000116493	AC121517.2	15	+	93825038	93846738	0.975519	0.198230	0.524526
ENSMUSG00000115965	AC102910.1	15	-	93956722	93964708	0.456132	0.092688	0.245257
ENSMUSG00000036158	Prickle1	15	-	93499114	93595891	96.922440	20.916344	55.345688
ENSMUSG00000033356	Pus7l	15	-	94522688	94543547	4.086599	0.974957	2.579785
ENSMUSG00000022449	Adamts20	15	-	94270163	94465418	4.134347	1.254113	3.318445
ENSMUSG00000059883	Irak4	15	+	94543643	94581815	3.016035	0.931726	2.465393
ENSMUSG00000022451	Twf1	15	-	94577951	94589889	52.543007	11.549121	30.559551
ENSMUSG00000045608	Dbx2	15	-	95623563	95655960	15.104353	3.077255	8.142570
ENSMUSG00000116058	AC107757.1	15	+	95715193	95716294	0.204174	0.041489	0.109782
ENSMUSG00000043329	Gm8849	15	+	95775754	95776233	0.092708	0.018839	0.049848
ENSMUSG00000115569	Gm49169	15	-	95736415	95753732	0.556617	0.113107	0.299287
ENSMUSG00000115699	Gm6961	15	-	95747247	95751591	0.637401	0.129523	0.342724
ENSMUSG00000063296	Tmem117	15	+	94629232	95096098	3.817587	1.396454	3.695086
ENSMUSG00000095169	Gm25546	15	-	94681255	94681386	0.000000	0.000000	0.000000
ENSMUSG00000077447	Gm23129	15	-	94987007	94987138	0.000000	0.000000	0.000000
ENSMUSG00000022454	Nell2	15	-	95075230	95528559	71.356522	207.773117	549.778015
ENSMUSG00000100603	1700129L04Rik	15	-	95097542	95162394	0.000000	0.000000	0.000000
ENSMUSG00000097643	A130051J06Rik	15	-	95787856	95791642	0.670337	0.136215	0.360433
ENSMUSG00000064210	Ano6	15	+	95790843	95974751	1.073693	3.520915	9.316517
ENSMUSG00000115522	Gm49173	15	-	95802033	95804401	0.000000	0.000000	0.000000
ENSMUSG00000078648	Gm17546	15	-	95824458	95830072	0.613915	0.124750	0.330095
ENSMUSG00000092978	Gm25070	15	-	95879716	95879817	0.000000	0.000000	0.000000
ENSMUSG00000115049	Gm49172	15	-	95972739	95994129	6.246926	1.269403	3.358904
ENSMUSG00000097536	2610037D02Rik	15	-	96134819	96284495	2.114749	0.722937	1.912926
ENSMUSG00000097619	4833422M21Rik	15	-	96231870	96254684	0.381854	0.233493	0.617833
ENSMUSG00000033237	Arid2	15	+	96287518	96404992	22.645388	6.017082	15.921499
ENSMUSG00000093529	Gm25397	15	+	96404858	96404949	0.458937	0.093258	0.246765
ENSMUSG00000033228	Scaf11	15	-	96411699	96460843	11.339936	10.831658	28.661106
ENSMUSG00000023169	Slc38a1	15	-	96571418	96642913	55.652405	29.073870	76.930901
ENSMUSG00000116295	AC158554.1	15	-	97157029	97167244	0.000000	0.000000	0.000000
ENSMUSG00000022464	Slc38a4	15	-	96994820	97055956	0.067994	0.139070	0.367986
ENSMUSG00000022462	Slc38a2	15	-	96687392	96699730	70.878426	26.454603	70.000198
ENSMUSG00000048218	Amigo2	15	-	97244125	97247287	9.570028	2.153417	5.698050
ENSMUSG00000044250	Pced1b	15	+	97247107	97385680	0.158215	1.363705	3.608432
ENSMUSG00000116291	AC102914.1	15	-	97302352	97302974	0.047833	0.009720	0.025719
ENSMUSG00000022468	Endou	15	-	97711015	97731339	1.059016	0.245314	0.649112
ENSMUSG00000022466	Rpap3	15	-	97675097	97705825	21.769083	6.958005	18.411230
ENSMUSG00000022469	Rapgef3	15	-	97744770	97767972	21.509253	9.519875	25.190063
ENSMUSG00000086601	Rapgef3os1	15	+	97760408	97766961	3.113207	0.632618	1.673937
ENSMUSG00000087397	Rapgef3os2	15	+	97766549	97768713	0.525147	0.106712	0.282366
ENSMUSG00000022479	Vdr	15	-	97854425	97910630	0.131167	0.040920	0.108276
ENSMUSG00000081534	Slc48a1	15	+	97778520	97792692	75.651848	53.299007	141.031845
ENSMUSG00000022475	Hdac7	15	-	97792664	97844502	16.141310	10.252093	27.127550
ENSMUSG00000052369	Tmem106c	15	+	97964200	97970275	28.513687	11.495682	30.418146
ENSMUSG00000022483	Col2a1	15	-	97975602	98004695	1.236673	0.495387	1.310819
ENSMUSG00000048175	Asb8	15	-	98134637	98165625	5.419630	11.854677	31.368067
ENSMUSG00000033075	Senp1	15	-	98038744	98093744	4.242352	2.890185	7.647574
ENSMUSG00000088325	Gm25668	15	+	98069752	98069880	0.000000	0.000000	0.000000
ENSMUSG00000033065	Pfkm	15	+	98092589	98132451	85.008484	120.877419	319.847687
ENSMUSG00000097150	Gm26513	15	+	98093283	98095771	0.612233	0.124408	0.329191
ENSMUSG00000029875	Ccdc184	15	+	98167158	98170134	28.504198	5.792180	15.326396
ENSMUSG00000059460	Olfr286	15	-	98224308	98234450	0.130289	0.104398	0.276243
ENSMUSG00000075427	Olfr288	15	-	98186013	98195542	0.000000	0.000000	0.000000
ENSMUSG00000108748	Gm44579	15	-	98186017	98220977	0.000000	0.000000	0.000000
ENSMUSG00000090129	Olfr287	15	-	98206971	98221056	7.617978	3.546951	9.385410
ENSMUSG00000054036	Olfr279	15	+	98492402	98502637	0.125959	0.025595	0.067727
ENSMUSG00000108805	Olfr278-ps1	15	+	98499405	98499642	0.000000	0.000000	0.000000
ENSMUSG00000022987	Zfp641	15	-	98285585	98296161	12.028220	2.484553	6.574250
ENSMUSG00000022993	4930415O20Rik	15	+	98571004	98589580	0.855827	0.173908	0.460169
ENSMUSG00000022992	Kansl2	15	-	98517658	98534264	42.085075	10.334823	27.346457
ENSMUSG00000065336	Snora34	15	-	98519716	98519853	4.076736	0.828411	2.192016
ENSMUSG00000106463	Mir1291	15	-	98519762	98519878	2.336840	0.474857	1.256494
ENSMUSG00000065939	Snora2b	15	-	98526346	98526482	1.744339	0.354457	0.937912
ENSMUSG00000011960	Ccnt1	15	-	98538689	98570923	20.438223	7.183489	19.007870
ENSMUSG00000091050	9330020H09Rik	15	+	98567324	98569583	1.461876	0.297060	0.786035
ENSMUSG00000022994	Adcy6	15	-	98589973	98610076	38.480404	13.511618	35.752415
ENSMUSG00000100220	Gm29331	15	+	98589990	98591090	0.000000	0.000000	0.000000
ENSMUSG00000003352	Cacnb3	15	+	98630840	98644529	142.724579	117.628838	311.251740
ENSMUSG00000054855	Rnd1	15	-	98663421	98677461	13.208016	5.395738	14.277390
ENSMUSG00000003360	Ddx23	15	-	98645134	98662894	66.644890	28.604837	75.689819
ENSMUSG00000003355	Fkbp11	15	-	98724366	98728198	0.436114	0.230397	0.609643
ENSMUSG00000003354	Ccdc65	15	+	98708207	98723336	11.076808	2.856747	7.559095
ENSMUSG00000051853	Arf3	15	-	98736634	98763214	1398.837036	310.919830	822.709290
ENSMUSG00000022996	Wnt10b	15	-	98770712	98778150	2.401791	0.797320	2.109748
ENSMUSG00000022997	Wnt1	15	+	98789857	98793837	4.910260	0.997787	2.640193
ENSMUSG00000059213	Ddn	15	-	98803777	98809490	2145.052979	441.910645	1169.317505
ENSMUSG00000097414	B130046B21Rik	15	+	98807024	98816077	17.643272	4.551013	12.042208
ENSMUSG00000067713	Prkag1	15	-	98812797	98831521	60.835430	18.518354	49.000492
ENSMUSG00000023755	Rhebl1	15	-	98877778	98894540	4.936884	2.842206	7.520620
ENSMUSG00000023000	Dhh	15	-	98891152	98898540	0.185584	0.121824	0.322353
ENSMUSG00000116033	AC161165.2	15	+	98893351	98895175	0.000000	0.000000	0.000000
ENSMUSG00000022999	Lmbr1l	15	-	98903917	98918231	7.985525	6.794603	17.978859
ENSMUSG00000048154	Kmt2d	15	-	98831669	98871204	49.361423	11.836063	31.318815
ENSMUSG00000115980	AC161165.1	15	-	98872329	98872613	5.768421	1.172169	3.101617
ENSMUSG00000116506	AC161165.6	15	+	98872644	98874082	3.282140	0.666945	1.764771
ENSMUSG00000023484	Prph	15	+	99055174	99058978	0.947474	0.714574	1.890798
ENSMUSG00000038009	Dnajc22	15	+	99093170	99104737	0.048177	0.019229	0.050881
ENSMUSG00000116371	AC157610.1	15	-	99068138	99074669	0.000000	0.000000	0.000000
ENSMUSG00000032783	Troap	15	+	99074575	99083409	0.105398	0.055837	0.147748
ENSMUSG00000098698	Mir6960	15	+	99080805	99080865	0.000000	0.000000	0.000000
ENSMUSG00000051934	Spats2	15	+	99125916	99213215	5.070132	9.844449	26.048901
ENSMUSG00000088377	Gm25183	15	-	99133067	99133172	0.000000	0.000000	0.000000
ENSMUSG00000087991	Gm25057	15	-	99174850	99174937	0.000000	0.000000	0.000000
ENSMUSG00000023004	Tuba1b	15	-	98931425	98934565	799.094727	175.231277	463.670685
ENSMUSG00000116358	AC161165.4	15	-	98932137	98953551	76.310402	15.506615	41.031273
ENSMUSG00000116223	AC161165.3	15	+	98934325	98940553	0.099800	0.090498	0.239461
ENSMUSG00000116494	AC161165.5	15	+	98942550	98943665	2.134409	0.433721	1.147648
ENSMUSG00000072235	Tuba1a	15	-	98949837	98953703	1424.519165	289.468628	765.948425
ENSMUSG00000097587	4930578M01Rik	15	+	98983348	98996446	0.774582	0.659155	1.744158
ENSMUSG00000064081	Gm8973	15	+	99006057	99006369	0.000000	0.000000	0.000000
ENSMUSG00000043091	Tuba1c	15	+	99029891	99038110	250.171707	59.142826	156.494858
